rcno,rcdt,stus,tin,ptyp,yerr,amount,channel
50001261,2024-01-26,0,100994B,VAT,2023,86.28,DD
50001262,2024-03-01,0,100994B,VAT,2024,2307.26,BANK
50001263,2025-09-12,0,100994B,VAT,2025,7044.24,BANK
50001264,2022-08-22,0,101005B,CIT,2022,1431.85,BANK
50001265,2023-08-04,0,101005B,CIT,2023,1067.78,PORTAL
50001266,2024-08-24,8,101005B,CIT,2024,62.59,PORTAL
50001267,2025-07-17,0,101005B,CIT,2025,453.97,BANK
50001268,2022-07-16,0,101005B,CIT,2022,724.43,BANK
50001269,2023-07-02,0,101005B,CIT,2023,1398.76,PORTAL
50001270,2024-07-13,0,101005B,CIT,2024,771.67,BANK
50001271,2025-08-24,0,101005B,CIT,2025,905.89,COUNTER
50001272,2023-03-25,0,101009M,VAT,2023,33.45,BANK
50001273,2024-04-06,0,101009M,VAT,2024,129.15,PORTAL
50001274,2026-02-10,0,101009M,VAT,2025,11.89,PORTAL
50001275,2022-06-10,0,101009M,SA,2022,8.21,DD
50001276,2023-08-15,0,101009M,SA,2023,43.96,COUNTER
50001277,2024-07-29,0,101009M,SA,2024,275.26,PORTAL
50001278,2025-07-08,0,101009M,SA,2025,25.08,BANK
50001279,2020-12-05,0,101015L,SSC,2020,605.39,BANK
50001280,2021-09-16,0,101015L,SSC,2021,1488.55,COUNTER
50001281,2022-07-23,0,101015L,SSC,2022,945.07,BANK
50001282,2023-12-05,0,101015L,SSC,2023,951.7,COUNTER
50001283,2024-06-11,0,101015L,SSC,2024,1138.37,COUNTER
50001284,2025-06-16,0,101015L,SSC,2025,5690.74,PORTAL
50001285,2020-12-13,0,101015L,VAT,2020,1179.92,PORTAL
50001286,2021-03-10,0,101015L,VAT,2021,195.39,PORTAL
50001287,2022-10-10,8,101015L,VAT,2022,269.92,COUNTER
50001288,2024-01-26,0,101015L,VAT,2023,1484.97,PORTAL
50001289,2025-01-29,0,101015L,VAT,2024,1335.9,PORTAL
50001290,2025-09-15,0,101015L,VAT,2025,2112.5,BANK
50001291,2022-04-18,0,101026H,VAT,2022,2025.02,BANK
50001292,2023-11-07,0,101026H,VAT,2023,325.98,COUNTER
50001293,2024-03-29,0,101026H,VAT,2024,3628.7,DD
50001294,2025-07-04,8,101026H,VAT,2025,1383.77,BANK
50001295,2022-10-04,0,101029H,VAT,2022,2.13,PORTAL
50001296,2023-03-04,0,101029H,VAT,2023,1.66,DD
50001297,2024-10-23,0,101029H,VAT,2024,0.52,COUNTER
50001298,2025-04-09,0,101029H,VAT,2025,4.2,COUNTER
50001299,2022-12-22,0,101029H,FSS,2022,0.77,COUNTER
50001300,2023-07-10,0,101029H,FSS,2023,3.97,COUNTER
50001301,2025-11-06,0,101029H,FSS,2025,4.73,BANK
50001302,2024-02-06,0,101029H,SSC,2023,1.6,DD
50001303,2024-09-10,0,101029H,SSC,2024,1.33,DD
50001304,2025-07-13,0,101029H,SSC,2025,6.96,PORTAL
50001305,2024-02-09,0,101037B,FSS,2023,2514.27,DD
50001306,2024-04-15,0,101037B,FSS,2024,2998.74,BANK
50001307,2025-12-27,0,101037B,FSS,2025,290.58,BANK
50001308,2022-06-17,0,101037B,CIT,2022,338.44,PORTAL
50001309,2023-07-23,0,101037B,CIT,2023,2221.44,COUNTER
50001310,2024-07-13,0,101037B,CIT,2024,2283.32,DD
50001311,2025-07-26,0,101037B,CIT,2025,6800.59,BANK
50001312,2023-05-13,0,101037B,SSC,2023,2339.21,DD
50001313,2024-12-09,0,101037B,SSC,2024,245.01,DD
50001314,2025-02-25,0,101037B,SSC,2025,2285.08,COUNTER
50001315,2022-07-02,0,101047L,CIT,2022,14484.16,PORTAL
50001316,2023-06-22,0,101047L,CIT,2023,13585.92,COUNTER
50001317,2024-08-12,0,101047L,CIT,2024,849.72,COUNTER
50001318,2025-07-20,0,101047L,CIT,2025,8875.35,PORTAL
50001319,2020-10-26,0,101047L,SSC,2020,12589.69,DD
50001320,2021-09-27,0,101047L,SSC,2021,10304.68,DD
50001321,2022-10-09,0,101047L,SSC,2022,1374.69,PORTAL
50001322,2023-12-23,0,101047L,SSC,2023,22269.93,BANK
50001323,2024-08-11,0,101047L,SSC,2024,68547.69,DD
50001324,2025-06-20,0,101047L,SSC,2025,25043.42,COUNTER
50001325,2020-10-02,0,101052G,SSC,2020,3.24,COUNTER
50001326,2021-06-11,0,101052G,SSC,2021,3.9,COUNTER
50001327,2022-03-19,0,101052G,SSC,2022,3.47,PORTAL
50001328,2023-10-18,0,101052G,SSC,2023,8.25,PORTAL
50001329,2024-10-10,0,101052G,SSC,2024,7.66,COUNTER
50001330,2025-08-13,0,101052G,SSC,2025,22.16,BANK
50001331,2022-06-10,0,101052G,CIT,2022,5.42,BANK
50001332,2023-08-10,0,101052G,CIT,2023,3.61,PORTAL
50001333,2024-06-10,0,101052G,CIT,2024,16.37,DD
50001334,2025-08-04,0,101052G,CIT,2025,24.99,PORTAL
50001335,2023-09-12,0,101058M,VAT,2023,130.46,DD
50001336,2024-09-07,0,101058M,VAT,2024,110.57,DD
50001337,2025-12-18,0,101058M,VAT,2025,143.66,PORTAL
50001338,2020-11-09,0,101058M,SSC,2020,3.7,DD
50001339,2021-09-07,0,101058M,SSC,2021,64.45,DD
50001340,2022-09-13,0,101058M,SSC,2022,40.32,COUNTER
50001341,2023-09-09,0,101058M,SSC,2023,8.37,PORTAL
50001342,2024-08-02,0,101058M,SSC,2024,136.85,BANK
50001343,2026-01-15,0,101058M,SSC,2025,100.79,COUNTER
50001344,2024-01-31,0,101064B,FSS,2023,824.39,COUNTER
50001345,2024-06-13,0,101064B,FSS,2024,696.39,PORTAL
50001346,2026-01-31,0,101064B,FSS,2025,5003.25,PORTAL
50001347,2020-06-10,0,101064B,CIT,2020,859.98,BANK
50001348,2021-06-22,0,101064B,CIT,2021,810.41,PORTAL
50001349,2022-08-19,0,101064B,CIT,2022,244.03,PORTAL
50001350,2023-08-08,0,101064B,CIT,2023,1050.32,PORTAL
50001351,2024-06-24,0,101064B,CIT,2024,2515.55,COUNTER
50001352,2025-07-11,0,101064B,CIT,2025,7589.65,PORTAL
50001353,2021-03-14,0,101064B,VAT,2021,1021.89,DD
50001354,2022-03-05,8,101064B,VAT,2022,746.42,DD
50001355,2023-12-26,0,101064B,VAT,2023,687.95,PORTAL
50001356,2024-06-09,0,101064B,VAT,2024,2236.75,DD
50001357,2025-08-02,0,101064B,VAT,2025,1094.75,PORTAL
50001358,2023-02-26,0,101064B,SSC,2023,1163.55,BANK
50001359,2024-12-06,0,101064B,SSC,2024,620.09,COUNTER
50001360,2025-12-11,0,101064B,SSC,2025,1623.53,PORTAL
50001361,2020-08-12,0,101072M,VAT,2020,824.39,DD
50001362,2021-04-06,0,101072M,VAT,2021,1234.14,BANK
50001363,2022-03-18,0,101072M,VAT,2022,758.4,DD
50001364,2023-08-11,0,101072M,VAT,2023,2379.64,COUNTER
50001365,2025-02-04,0,101072M,VAT,2024,1330.44,PORTAL
50001366,2026-01-12,0,101072M,VAT,2025,1162.01,BANK
50001367,2022-10-17,0,101072M,SSC,2022,1341.94,DD
50001368,2023-07-17,0,101072M,SSC,2023,1181.55,COUNTER
50001369,2024-08-13,0,101072M,SSC,2024,2196.93,PORTAL
50001370,2025-10-17,0,101072M,SSC,2025,2005.08,BANK
50001371,2022-03-25,0,101072M,FSS,2022,751.2,PORTAL
50001372,2023-07-24,0,101072M,FSS,2023,2145.58,DD
50001373,2024-06-22,0,101072M,FSS,2024,3650.4,DD
50001374,2025-03-30,0,101072M,FSS,2025,5320.04,BANK
50001375,2020-07-08,0,101072M,CIT,2020,583.91,PORTAL
50001376,2021-08-05,0,101072M,CIT,2021,79.89,PORTAL
50001377,2022-08-05,0,101072M,CIT,2022,346.67,BANK
50001378,2023-07-16,0,101072M,CIT,2023,106.86,BANK
50001379,2024-08-02,0,101072M,CIT,2024,2361.4,COUNTER
50001380,2025-07-05,0,101072M,CIT,2025,6779.11,DD
50001381,2022-01-23,0,101080B,VAT,2021,64.71,PORTAL
50001382,2022-12-04,0,101080B,VAT,2022,1856.66,COUNTER
50001383,2023-10-07,0,101080B,VAT,2023,1678.94,BANK
50001384,2024-06-26,0,101080B,VAT,2024,2170.27,PORTAL
50001385,2025-12-06,0,101080B,VAT,2025,427.52,DD
50001386,2021-12-03,0,101080B,FSS,2021,788.58,BANK
50001387,2022-08-12,0,101080B,FSS,2022,976.76,DD
50001388,2023-04-13,0,101080B,FSS,2023,2097.63,COUNTER
50001389,2024-04-18,0,101080B,FSS,2024,2146.5,COUNTER
50001390,2025-10-10,0,101080B,FSS,2025,4844.5,COUNTER
50001391,2021-12-29,0,101087L,VAT,2021,235.17,BANK
50001392,2022-07-21,0,101087L,VAT,2022,1597.89,PORTAL
50001393,2024-02-03,0,101087L,VAT,2023,2251.27,COUNTER
50001394,2024-07-20,0,101087L,VAT,2024,588.96,PORTAL
50001395,2025-08-06,0,101087L,VAT,2025,901.72,DD
50001396,2023-06-05,0,101087L,SSC,2023,407.89,COUNTER
50001397,2024-06-13,0,101087L,SSC,2024,3935.39,PORTAL
50001398,2025-07-28,0,101087L,SSC,2025,7064.67,COUNTER
50001399,2022-01-16,0,101087L,FSS,2021,238.71,BANK
50001400,2022-06-16,0,101087L,FSS,2022,1384.14,DD
50001401,2023-05-10,0,101087L,FSS,2023,2444.16,BANK
50001402,2024-05-03,0,101087L,FSS,2024,3112.19,COUNTER
50001403,2025-03-07,0,101087L,FSS,2025,1073.99,DD
50001404,2021-06-25,0,101087L,CIT,2021,220.48,PORTAL
50001405,2022-07-10,0,101087L,CIT,2022,323.77,BANK
50001406,2023-07-07,0,101087L,CIT,2023,686.1,COUNTER
50001407,2024-07-27,0,101087L,CIT,2024,2556.39,PORTAL
50001408,2025-07-21,0,101087L,CIT,2025,5217.14,PORTAL
50001409,2020-09-24,0,101094H,VAT,2020,21.99,PORTAL
50001410,2021-08-09,0,101094H,VAT,2021,29.72,PORTAL
50001411,2022-06-04,0,101094H,VAT,2022,33.39,BANK
50001412,2023-04-25,0,101094H,VAT,2023,30.71,COUNTER
50001413,2025-01-12,0,101094H,VAT,2024,125.33,BANK
50001414,2025-08-03,0,101094H,VAT,2025,171.02,COUNTER
50001415,2022-07-27,0,101094H,SSC,2022,5.58,COUNTER
50001416,2023-06-16,0,101094H,SSC,2023,31.45,BANK
50001417,2024-11-29,0,101094H,SSC,2024,72.78,BANK
50001418,2025-08-05,0,101094H,SSC,2025,7.27,BANK
50001419,2021-08-29,0,101101M,SA,2021,962.3,BANK
50001420,2022-07-15,0,101101M,SA,2022,1994.21,COUNTER
50001421,2023-08-05,0,101101M,SA,2023,362.13,BANK
50001422,2024-07-14,0,101101M,SA,2024,1879.31,COUNTER
50001423,2025-08-24,0,101101M,SA,2025,7810.97,DD
50001424,2022-06-10,0,101101M,FSS,2022,1849.61,DD
50001425,2023-10-22,0,101101M,FSS,2023,646.23,COUNTER
50001426,2025-01-21,0,101101M,FSS,2024,2910.07,BANK
50001427,2025-10-23,0,101101M,FSS,2025,162.46,COUNTER
50001428,2020-07-11,0,101107L,FSS,2020,1137.51,COUNTER
50001429,2021-09-02,0,101107L,FSS,2021,1374.81,BANK
50001430,2022-11-11,0,101107L,FSS,2022,638.87,DD
50001431,2023-10-05,0,101107L,FSS,2023,1955.04,COUNTER
50001432,2024-06-16,0,101107L,FSS,2024,1275.45,PORTAL
50001433,2025-12-10,0,101107L,FSS,2025,6805.9,DD
50001434,2022-01-31,0,101107L,VAT,2021,433.54,PORTAL
50001435,2023-01-16,0,101107L,VAT,2022,95.71,PORTAL
50001436,2024-02-04,8,101107L,VAT,2023,2626.75,DD
50001437,2024-07-25,0,101107L,VAT,2024,1430.04,BANK
50001438,2025-11-07,0,101107L,VAT,2025,2075.32,PORTAL
50001439,2020-06-16,0,101117L,FSS,2020,3.45,COUNTER
50001440,2021-03-23,8,101117L,FSS,2021,9.76,BANK
50001441,2022-07-09,8,101117L,FSS,2022,6.67,COUNTER
50001442,2023-11-02,0,101117L,FSS,2023,1.77,COUNTER
50001443,2024-02-27,0,101117L,FSS,2024,16.29,BANK
50001444,2025-08-10,0,101117L,FSS,2025,15.35,BANK
50001445,2023-10-20,0,101117L,SSC,2023,18.03,BANK
50001446,2024-06-06,0,101117L,SSC,2024,7.74,DD
50001447,2025-03-26,0,101117L,SSC,2025,13.46,PORTAL
50001448,2023-05-14,0,101123M,FSS,2023,83.27,PORTAL
50001449,2024-06-03,0,101123M,FSS,2024,125.96,COUNTER
50001450,2025-09-27,0,101123M,FSS,2025,52.2,DD
50001451,2022-04-07,0,101131H,SSC,2022,1302.35,COUNTER
50001452,2023-09-21,0,101131H,SSC,2023,2187.86,PORTAL
50001453,2024-06-06,0,101131H,SSC,2024,514.15,COUNTER
50001454,2025-10-18,0,101131H,SSC,2025,4675.79,COUNTER
50001455,2023-06-02,0,101131H,FSS,2023,1029.83,COUNTER
50001456,2024-08-04,0,101131H,FSS,2024,61.32,BANK
50001457,2025-04-28,0,101131H,FSS,2025,1364.17,COUNTER
50001458,2021-07-25,0,101136G,SSC,2021,41.21,DD
50001459,2023-02-04,0,101136G,SSC,2022,5155.38,PORTAL
50001460,2023-06-25,0,101136G,SSC,2023,10543.2,PORTAL
50001461,2024-03-09,0,101136G,SSC,2024,1574.05,COUNTER
50001462,2025-12-07,0,101136G,SSC,2025,4432.9,COUNTER
50001463,2021-06-17,0,101136G,FSS,2021,352.97,COUNTER
50001464,2022-11-29,0,101136G,FSS,2022,4650.63,DD
50001465,2023-03-16,0,101136G,FSS,2023,1330.83,COUNTER
50001466,2024-11-08,0,101136G,FSS,2024,15590.07,PORTAL
50001467,2025-10-13,0,101136G,FSS,2025,8939.36,BANK
50001468,2021-07-13,0,101141M,CIT,2021,7.55,DD
50001469,2022-07-19,0,101141M,CIT,2022,12.02,COUNTER
50001470,2023-07-07,0,101141M,CIT,2023,2.36,BANK
50001471,2024-08-11,8,101141M,CIT,2024,4.45,COUNTER
50001472,2025-06-11,0,101141M,CIT,2025,5.33,BANK
50001473,2023-08-19,0,101141M,CIT,2023,1.42,PORTAL
50001474,2024-06-12,0,101141M,CIT,2024,9.47,DD
50001475,2020-04-08,0,101141M,VAT,2020,3.52,BANK
50001476,2021-03-21,0,101141M,VAT,2021,6.06,BANK
50001477,2022-09-26,0,101141M,VAT,2022,2.36,BANK
50001478,2023-07-07,0,101141M,VAT,2023,11.2,COUNTER
50001479,2025-02-02,0,101141M,VAT,2024,3.52,DD
50001480,2025-04-28,0,101141M,VAT,2025,29.84,DD
50001481,2023-02-11,0,101141M,SSC,2022,2.32,DD
50001482,2023-08-01,0,101141M,SSC,2023,4.86,BANK
50001483,2024-06-16,0,101141M,SSC,2024,11.29,PORTAL
50001484,2025-07-29,0,101141M,SSC,2025,1.62,PORTAL
50001485,2022-03-09,0,101151M,SSC,2022,1042.76,COUNTER
50001486,2023-11-07,0,101151M,SSC,2023,2037.0,PORTAL
50001487,2024-09-11,0,101151M,SSC,2024,1954.22,PORTAL
50001488,2025-11-30,0,101151M,SSC,2025,2609.93,BANK
50001489,2020-08-25,0,101157L,CIT,2020,0.54,BANK
50001490,2021-08-28,0,101157L,CIT,2021,1.75,PORTAL
50001491,2022-08-29,0,101157L,CIT,2022,1.57,PORTAL
50001492,2023-07-15,0,101157L,CIT,2023,1.57,COUNTER
50001493,2024-08-22,0,101157L,CIT,2024,1.53,BANK
50001494,2025-08-10,0,101157L,CIT,2025,0.6,BANK
50001495,2022-07-11,0,101166A,CIT,2022,10.46,DD
50001496,2023-06-23,0,101166A,CIT,2023,7.97,COUNTER
50001497,2024-07-06,0,101166A,CIT,2024,19.73,COUNTER
50001498,2025-08-17,0,101166A,CIT,2025,28.3,COUNTER
50001499,2021-08-02,0,101171A,CIT,2021,2103.9,BANK
50001500,2022-07-25,0,101171A,CIT,2022,935.59,PORTAL
50001501,2023-06-17,0,101171A,CIT,2023,5969.69,BANK
50001502,2024-07-05,0,101171A,CIT,2024,1203.83,DD
50001503,2025-08-17,0,101171A,CIT,2025,9923.48,PORTAL
50001504,2023-02-12,0,101171A,FSS,2022,1000.03,PORTAL
50001505,2023-04-05,0,101171A,FSS,2023,14407.97,DD
50001506,2024-10-10,0,101171A,FSS,2024,8134.74,DD
50001507,2025-12-05,0,101171A,FSS,2025,14455.83,COUNTER
50001508,2023-10-31,0,101171A,SSC,2023,2080.55,BANK
50001509,2024-06-15,0,101171A,SSC,2024,2908.7,BANK
50001510,2025-11-10,0,101171A,SSC,2025,543.63,PORTAL
50001511,2022-11-26,0,101178M,VAT,2022,6.47,DD
50001512,2023-08-31,0,101178M,VAT,2023,7.29,COUNTER
50001513,2024-10-24,0,101178M,VAT,2024,4.77,COUNTER
50001514,2025-07-02,0,101178M,VAT,2025,9.19,PORTAL
50001515,2020-06-24,0,101178M,CIT,2020,5.96,COUNTER
50001516,2021-08-19,0,101178M,CIT,2021,5.64,PORTAL
50001517,2022-06-22,0,101178M,CIT,2022,6.23,COUNTER
50001518,2023-07-26,0,101178M,CIT,2023,2.76,COUNTER
50001519,2024-06-18,0,101178M,CIT,2024,11.3,PORTAL
50001520,2025-08-15,0,101178M,CIT,2025,10.96,PORTAL
50001521,2020-03-11,0,101184H,VAT,2020,21.37,DD
50001522,2021-04-23,8,101184H,VAT,2021,30.97,COUNTER
50001523,2022-10-17,0,101184H,VAT,2022,79.79,BANK
50001524,2023-03-15,0,101184H,VAT,2023,90.31,BANK
50001525,2024-12-02,0,101184H,VAT,2024,182.32,BANK
50001526,2025-03-15,0,101184H,VAT,2025,56.16,BANK
50001527,2021-06-30,0,101184H,SA,2021,40.7,DD
50001528,2022-06-17,0,101184H,SA,2022,57.88,COUNTER
50001529,2023-07-08,0,101184H,SA,2023,12.77,COUNTER
50001530,2024-08-18,0,101184H,SA,2024,72.05,COUNTER
50001531,2025-06-15,0,101184H,SA,2025,85.58,COUNTER
50001532,2023-07-13,0,101190A,CIT,2023,4.29,COUNTER
50001533,2024-08-24,0,101190A,CIT,2024,3.03,BANK
50001534,2025-06-24,0,101190A,CIT,2025,9.15,DD
50001535,2021-10-08,0,101190A,VAT,2021,1.41,COUNTER
50001536,2023-01-06,0,101190A,VAT,2022,0.91,COUNTER
50001537,2025-11-27,0,101190A,VAT,2025,8.6,PORTAL
50001538,2021-07-27,0,101198H,CIT,2021,106.28,COUNTER
50001539,2022-07-22,8,101198H,CIT,2022,103.99,PORTAL
50001540,2023-06-24,0,101198H,CIT,2023,1721.65,BANK
50001541,2024-07-26,0,101198H,CIT,2024,136.57,BANK
50001542,2025-08-08,0,101198H,CIT,2025,6201.91,PORTAL
50001543,2023-01-31,0,101198H,SSC,2022,1192.82,BANK
50001544,2023-03-17,0,101198H,SSC,2023,2030.68,PORTAL
50001545,2024-12-24,0,101198H,SSC,2024,1749.53,COUNTER
50001546,2025-08-04,0,101198H,SSC,2025,3297.43,COUNTER
50001547,2020-07-03,0,101198H,VAT,2020,648.2,BANK
50001548,2021-11-04,0,101198H,VAT,2021,519.1,DD
50001549,2022-12-23,0,101198H,VAT,2022,645.1,BANK
50001550,2023-08-27,0,101198H,VAT,2023,1122.15,PORTAL
50001551,2025-01-12,0,101198H,VAT,2024,1307.18,PORTAL
50001552,2025-11-11,0,101198H,VAT,2025,544.62,DD
50001553,2023-05-30,0,101198H,FSS,2023,1319.43,PORTAL
50001554,2024-11-06,0,101198H,FSS,2024,258.05,BANK
50001555,2025-04-03,0,101198H,FSS,2025,1929.99,PORTAL
50001556,2022-10-29,0,101207A,SSC,2022,5308.89,DD
50001557,2023-09-15,0,101207A,SSC,2023,9802.85,DD
50001558,2024-06-24,0,101207A,SSC,2024,4650.02,BANK
50001559,2025-10-18,0,101207A,SSC,2025,2116.95,DD
50001560,2020-07-28,0,101207A,VAT,2020,6556.32,COUNTER
50001561,2022-01-21,0,101207A,VAT,2021,2032.32,DD
50001562,2023-01-19,0,101207A,VAT,2022,5764.14,DD
50001563,2023-03-11,0,101207A,VAT,2023,5894.22,COUNTER
50001564,2024-02-29,0,101207A,VAT,2024,37735.48,BANK
50001565,2025-12-25,0,101207A,VAT,2025,26335.98,PORTAL
50001566,2020-04-25,0,101207A,FSS,2020,3707.99,BANK
50001567,2021-06-27,0,101207A,FSS,2021,3667.78,DD
50001568,2022-05-07,0,101207A,FSS,2022,30006.58,BANK
50001569,2023-04-25,0,101207A,FSS,2023,9562.6,DD
50001570,2024-08-06,0,101207A,FSS,2024,368.97,DD
50001571,2026-02-03,0,101207A,FSS,2025,19074.55,PORTAL
50001572,2022-06-22,0,101211H,SSC,2022,1237.05,COUNTER
50001573,2023-12-01,0,101211H,SSC,2023,1599.98,PORTAL
50001574,2025-02-12,0,101211H,SSC,2024,3229.68,PORTAL
50001575,2025-03-19,0,101211H,SSC,2025,1888.79,COUNTER
50001576,2021-08-15,0,101219M,SA,2021,476.14,PORTAL
50001577,2022-06-24,0,101219M,SA,2022,1625.31,COUNTER
50001578,2023-07-02,0,101219M,SA,2023,909.33,PORTAL
50001579,2024-06-12,0,101219M,SA,2024,3799.07,COUNTER
50001580,2025-06-14,0,101219M,SA,2025,2496.6,BANK
50001581,2021-12-21,0,101219M,FSS,2021,1480.63,PORTAL
50001582,2022-10-12,0,101219M,FSS,2022,467.68,COUNTER
50001583,2023-04-04,0,101219M,FSS,2023,589.03,COUNTER
50001584,2024-10-25,0,101219M,FSS,2024,1072.71,PORTAL
50001585,2026-02-02,0,101219M,FSS,2025,4008.12,DD
50001586,2022-06-26,0,101228G,CIT,2022,1502.91,BANK
50001587,2023-06-21,0,101228G,CIT,2023,2473.43,COUNTER
50001588,2024-06-13,0,101228G,CIT,2024,3308.97,COUNTER
50001589,2025-07-10,0,101228G,CIT,2025,4534.42,DD
50001590,2020-06-28,0,101228G,CIT,2020,1216.92,PORTAL
50001591,2021-07-15,0,101228G,CIT,2021,1460.76,COUNTER
50001592,2022-08-01,8,101228G,CIT,2022,32.68,PORTAL
50001593,2023-08-05,0,101228G,CIT,2023,688.61,COUNTER
50001594,2024-08-15,0,101228G,CIT,2024,2182.08,BANK
50001595,2025-08-07,0,101228G,CIT,2025,4823.26,DD
50001596,2023-01-22,0,101228G,FSS,2022,1424.06,COUNTER
50001597,2023-10-19,0,101228G,FSS,2023,2519.81,PORTAL
50001598,2024-05-10,0,101228G,FSS,2024,1410.04,COUNTER
50001599,2025-10-02,0,101228G,FSS,2025,705.1,COUNTER
50001600,2020-08-01,8,101228G,SSC,2020,261.59,PORTAL
50001601,2021-08-30,0,101228G,SSC,2021,1321.49,DD
50001602,2022-12-21,0,101228G,SSC,2022,835.77,BANK
50001603,2023-03-04,0,101228G,SSC,2023,1669.55,BANK
50001604,2024-11-26,0,101228G,SSC,2024,1625.84,PORTAL
50001605,2025-10-09,0,101228G,SSC,2025,1659.82,PORTAL
50001606,2023-12-20,0,101236A,VAT,2023,1450.72,BANK
50001607,2024-04-23,0,101236A,VAT,2024,3802.91,COUNTER
50001608,2025-03-14,0,101236A,VAT,2025,6550.41,BANK
50001609,2022-04-20,0,101243B,FSS,2022,35.67,PORTAL
50001610,2023-04-21,8,101243B,FSS,2023,45.87,BANK
50001611,2025-12-10,0,101243B,FSS,2025,90.64,COUNTER
50001612,2023-01-12,0,101243B,VAT,2022,1.03,DD
50001613,2024-02-03,0,101243B,VAT,2023,45.48,BANK
50001614,2024-08-04,0,101243B,VAT,2024,22.41,BANK
50001615,2026-01-19,0,101243B,VAT,2025,130.76,PORTAL
50001616,2021-07-15,0,101243B,CIT,2021,34.29,BANK
50001617,2022-08-20,0,101243B,CIT,2022,67.28,BANK
50001618,2023-08-26,0,101243B,CIT,2023,3.32,DD
50001619,2024-08-22,0,101243B,CIT,2024,95.67,DD
50001620,2025-08-15,0,101243B,CIT,2025,273.59,DD
50001621,2020-08-07,0,101243B,CIT,2020,20.42,DD
50001622,2021-07-05,0,101243B,CIT,2021,71.18,BANK
50001623,2022-07-03,0,101243B,CIT,2022,121.57,BANK
50001624,2023-08-13,0,101243B,CIT,2023,85.91,COUNTER
50001625,2024-08-15,8,101243B,CIT,2024,38.23,COUNTER
50001626,2025-07-01,0,101243B,CIT,2025,4.3,PORTAL
50001627,2023-07-12,0,101248H,CIT,2023,352.81,DD
50001628,2024-07-20,0,101248H,CIT,2024,1130.91,PORTAL
50001629,2025-08-22,0,101248H,CIT,2025,6799.23,BANK
50001630,2023-04-29,0,101248H,VAT,2023,826.26,BANK
50001631,2024-07-10,0,101248H,VAT,2024,2455.62,PORTAL
50001632,2025-08-28,0,101248H,VAT,2025,5230.57,BANK
50001633,2024-01-23,0,101253H,VAT,2023,2469.88,DD
50001634,2024-03-05,0,101253H,VAT,2024,3969.17,BANK
50001635,2025-10-05,0,101253H,VAT,2025,4936.43,DD
50001636,2022-10-31,0,101253H,SSC,2022,692.77,DD
50001637,2024-01-15,0,101253H,SSC,2023,2406.33,COUNTER
50001638,2025-01-28,0,101253H,SSC,2024,2555.89,PORTAL
50001639,2025-07-20,0,101253H,SSC,2025,2875.76,COUNTER
50001640,2022-08-16,8,101260H,SA,2022,869.08,DD
50001641,2023-07-09,0,101260H,SA,2023,1147.1,BANK
50001642,2024-08-23,0,101260H,SA,2024,2354.34,COUNTER
50001643,2025-08-01,0,101260H,SA,2025,4082.63,PORTAL
50001644,2023-03-20,0,101269L,SSC,2023,1716.82,DD
50001645,2024-06-05,0,101269L,SSC,2024,2559.72,DD
50001646,2025-03-31,0,101269L,SSC,2025,5823.79,COUNTER
50001647,2022-06-24,8,101269L,SA,2022,298.5,BANK
50001648,2023-06-29,0,101269L,SA,2023,1984.46,COUNTER
50001649,2024-08-22,0,101269L,SA,2024,1684.88,COUNTER
50001650,2025-06-10,8,101269L,SA,2025,7818.85,COUNTER
50001651,2022-05-28,0,101276A,SSC,2022,490.04,BANK
50001652,2023-06-07,0,101276A,SSC,2023,2573.64,PORTAL
50001653,2025-02-02,0,101276A,SSC,2024,652.4,COUNTER
50001654,2025-12-13,0,101276A,SSC,2025,4233.36,PORTAL
50001655,2023-08-26,0,101276A,CIT,2023,1367.8,COUNTER
50001656,2024-08-27,0,101276A,CIT,2024,591.47,DD
50001657,2025-07-17,8,101276A,CIT,2025,2729.06,COUNTER
50001658,2021-07-15,8,101282M,SSC,2021,375.63,BANK
50001659,2022-10-05,0,101282M,SSC,2022,2587.36,PORTAL
50001660,2023-03-31,0,101282M,SSC,2023,1474.93,PORTAL
50001661,2024-12-12,0,101282M,SSC,2024,817.42,BANK
50001662,2025-04-05,0,101282M,SSC,2025,6323.14,DD
50001663,2020-06-24,8,101289G,CIT,2020,1053.41,DD
50001664,2021-06-22,0,101289G,CIT,2021,166.38,DD
50001665,2022-06-25,0,101289G,CIT,2022,1673.2,DD
50001666,2023-06-14,0,101289G,CIT,2023,465.7,COUNTER
50001667,2024-07-27,0,101289G,CIT,2024,2083.09,BANK
50001668,2025-07-19,0,101289G,CIT,2025,7035.66,BANK
50001669,2021-10-06,0,101289G,FSS,2021,1476.71,COUNTER
50001670,2022-06-01,0,101289G,FSS,2022,383.97,DD
50001671,2023-12-01,0,101289G,FSS,2023,1427.62,DD
50001672,2024-03-17,0,101289G,FSS,2024,868.26,BANK
50001673,2025-02-26,0,101289G,FSS,2025,6069.2,PORTAL
50001674,2020-08-25,0,101289G,CIT,2020,438.68,COUNTER
50001675,2021-08-01,0,101289G,CIT,2021,446.63,COUNTER
50001676,2022-07-12,0,101289G,CIT,2022,1886.44,COUNTER
50001677,2023-07-31,0,101289G,CIT,2023,2268.52,BANK
50001678,2024-08-10,0,101289G,CIT,2024,2322.52,BANK
50001679,2025-08-26,0,101289G,CIT,2025,4016.5,COUNTER
