tin,tax_type,yofa,period,trcd,sbcd,amount,txn_date,source_ref
101674B,FSS,2025,2025,10,,854.1,2025-02-13,A00002166
101674B,FSS,2025,2025,20,G,-854.1,2025-05-06,R50002138
101674B,SSC,2021,2021,10,,1035.8,2021-08-16,A00002167
101674B,SSC,2021,2021,20,G,-1035.8,2021-09-01,R50002139
101674B,SSC,2022,2022,230,,520.33,2022-05-16,A00002168
101674B,SSC,2022,2022,20,G,-520.33,2022-07-21,R50002140
101674B,SSC,2023,2023,10,,484.63,2023-02-13,A00002169
101674B,SSC,2023,2023,20,G,-484.63,2023-03-28,R50002141
101674B,SSC,2024,2024,10,,2539.11,2024-08-16,A00002170
101674B,SSC,2024,2024,20,G,-2539.11,2024-08-28,R50002142
101674B,SSC,2025,2025,10,,7188.4,2025-05-16,A00002171
101674B,SSC,2025,2025,20,G,-7188.4,2025-07-13,R50002143
101680L,VAT,2021,2021,10,,140.92,2021-05-16,A00002172
101680L,VAT,2021,2021,70,,21.07,2021-07-25,PEN
101680L,VAT,2021,2021,60,,50.73,2026-06-01,RST
101680L,VAT,2021,2021,20,G,-76.2,2021-08-04,R50002144
101680L,VAT,2022,2022,230,,52.2,2022-02-13,A00002173
101680L,VAT,2022,2022,70,,3.7,2022-04-24,PEN
101680L,VAT,2022,2022,20,G,-33.4,2022-02-23,R50002145
101680L,VAT,2023,2023,10,,219.54,2023-11-15,A00002174
101680L,VAT,2023,2023,70,,11.61,2024-01-24,PEN
101680L,VAT,2023,2023,60,,39.52,2026-06-01,RST
101680L,VAT,2023,2023,20,G,-72.55,2024-02-10,R50002146
101680L,VAT,2024,2024,10,,429.13,2024-02-14,A00002175
101680L,VAT,2024,2024,70,,44.94,2024-04-24,PEN
101680L,VAT,2024,2024,60,,69.52,2026-06-01,RST
101680L,VAT,2024,2024,20,G,-276.99,2024-04-17,R50002147
101680L,VAT,2025,2025,230,,414.45,2025-02-13,A00002176
101680L,VAT,2025,2025,70,,24.35,2025-04-24,PEN
101680L,VAT,2025,2025,60,,37.3,2026-06-01,RST
101680L,VAT,2025,2025,20,G,-165.78,2025-05-10,R50002148
101690G,SSC,2021,2021,10,,1608.52,2021-08-16,A00002177
101690G,SSC,2021,2021,70,,182.05,2021-10-25,PEN
101690G,SSC,2021,2021,60,,550.11,2026-06-01,RST
101690G,SSC,2021,2021,20,G,-931.93,2021-11-05,R50002149
101690G,SSC,2022,2022,10,,3618.04,2022-08-16,A00002178
101690G,SSC,2022,2022,70,,276.14,2022-10-25,PEN
101690G,SSC,2022,2022,60,,976.87,2026-06-01,RST
101690G,SSC,2022,2022,20,G,-2503.4,2022-10-20,R50002150
101690G,SSC,2023,2023,10,,3452.86,2023-02-13,A00002179
101690G,SSC,2023,2023,20,G,-1701.24,2023-05-14,R50002151
101690G,SSC,2024,2024,10,,5744.68,2024-11-15,A00002180
101690G,SSC,2024,2024,70,,412.55,2025-01-24,PEN
101690G,SSC,2024,2024,20,G,-21.73,2025-01-09,R50002152
101690G,SSC,2025,2025,10,,15419.3,2025-08-16,A00002181
101690G,SSC,2025,2025,70,,833.11,2025-10-25,PEN
101690G,SSC,2025,2025,60,,740.13,2026-06-01,RST
101690G,SSC,2025,2025,20,G,-4749.55,2025-09-21,R50002153
101690G,PIT,2021,2021,10,,2565.48,2021-05-31,A00002182
101690G,PIT,2021,2021,70,,219.56,2021-08-09,PEN
101690G,PIT,2021,2021,60,,923.57,2026-06-01,RST
101690G,PIT,2021,2021,20,G,-486.41,2021-07-19,R50002154
101690G,PIT,2022,2022,10,,2807.15,2022-05-31,A00002183
101690G,PIT,2022,2022,70,,206.48,2022-08-09,PEN
101690G,PIT,2022,2022,60,,808.46,2026-06-01,RST
101690G,PIT,2022,2022,20,G,-1687.73,2022-06-14,R50002155
101690G,PIT,2023,2023,10,,2158.57,2023-05-31,A00002184
101690G,PIT,2023,2023,70,,224.99,2023-08-09,PEN
101690G,PIT,2023,2023,60,,453.3,2026-06-01,RST
101690G,PIT,2023,2023,20,G,-1284.17,2023-07-04,R50002156
101690G,PIT,2024,2024,10,,4540.71,2024-05-31,A00002185
101690G,PIT,2024,2024,20,G,-695.31,2024-06-24,R50002157
101690G,PIT,2025,2025,10,,6308.04,2025-05-31,A00002186
101690G,PIT,2025,2025,70,,843.88,2025-08-09,PEN
101690G,PIT,2025,2025,60,,416.33,2026-06-01,RST
101690G,PIT,2025,2025,20,G,-2388.84,2025-06-27,R50002158
101694G,PIT,2023,2023,10,,234.79,2023-05-31,A00002187
101694G,PIT,2023,2023,20,G,-108.59,2023-08-04,R50002159
101694G,PIT,2024,2024,10,,163.2,2024-05-31,A00002188
101694G,PIT,2024,2024,60,,22.52,2026-06-01,RST
101694G,PIT,2024,2024,20,G,-76.84,2024-08-20,R50002160
101694G,PIT,2025,2025,10,,878.93,2025-05-31,A00002189
101694G,PIT,2025,2025,60,,58.01,2026-06-01,RST
101694G,PIT,2025,2025,20,G,-351.57,2025-08-19,R50002161
101704B,VAT,2021,2021,10,,453.8,2021-08-16,A00002190
101704B,VAT,2021,2021,70,,37.39,2021-10-25,PEN
101704B,VAT,2021,2021,60,,155.2,2026-06-01,RST
101704B,VAT,2021,2021,20,G,-116.79,2021-11-02,R50002162
101704B,VAT,2022,2022,10,,1988.88,2022-08-16,A00002191
101704B,VAT,2022,2022,70,,264.24,2022-10-25,PEN
101704B,VAT,2022,2022,60,,537.0,2026-06-01,RST
101704B,VAT,2022,2022,20,G,-65.69,2022-10-21,R50002163
101704B,VAT,2023,2023,10,,4033.18,2023-05-16,A00002192
101704B,VAT,2023,2023,70,,407.07,2023-07-25,PEN
101704B,VAT,2023,2023,20,G,-1280.7,2023-06-10,R50002164
101704B,VAT,2024,2024,10,,6887.95,2024-05-16,A00002193
101704B,VAT,2024,2024,70,,359.63,2024-07-25,PEN
101704B,VAT,2024,2024,60,,991.86,2026-06-01,RST
101704B,VAT,2024,2024,20,G,-598.26,2024-07-12,R50002165
101704B,VAT,2025,2025,10,,15315.5,2025-11-15,A00002194
101704B,VAT,2025,2025,70,,2232.48,2026-01-24,PEN
101704B,VAT,2025,2025,20,G,-1297.59,2026-02-06,R50002166
101704B,FSS,2020,2020,10,,1955.45,2020-05-16,A00002195
101704B,FSS,2020,2020,70,,264.34,2020-07-25,PEN
101704B,FSS,2020,2020,60,,844.75,2026-06-01,RST
101704B,FSS,2020,2020,20,G,-717.18,2020-07-17,R50002167
101704B,FSS,2021,2021,10,,3315.26,2021-05-16,A00002196
101704B,FSS,2021,2021,60,,1193.49,2026-06-01,RST
101704B,FSS,2021,2021,20,G,-969.62,2021-06-17,R50002168
101704B,FSS,2022,2022,10,,373.69,2022-11-15,A00002197
101704B,FSS,2022,2022,70,,31.55,2023-01-24,PEN
101704B,FSS,2022,2022,60,,94.17,2026-06-01,RST
101704B,FSS,2022,2022,20,G,-1.77,2022-12-24,R50002169
101704B,FSS,2023,2023,10,,722.13,2023-11-15,A00002198
101704B,FSS,2023,2023,60,,129.98,2026-06-01,RST
101704B,FSS,2023,2023,20,G,-516.2,2023-11-26,R50002170
101704B,FSS,2024,2024,230,,2839.04,2024-11-15,A00002199
101704B,FSS,2024,2024,70,,197.3,2025-01-24,PEN
101704B,FSS,2024,2024,60,,306.62,2026-06-01,RST
101704B,FSS,2024,2024,20,G,-1407.67,2025-01-25,R50002171
101704B,FSS,2025,2025,10,,14930.8,2025-02-13,A00002200
101704B,FSS,2025,2025,70,,1565.18,2025-04-24,PEN
101704B,FSS,2025,2025,60,,1343.77,2026-06-01,RST
101704B,FSS,2025,2025,20,G,-4383.15,2025-05-04,R50002172
101709L,VAT,2023,2023,10,,520.46,2023-05-16,A00002201
101709L,VAT,2023,2023,20,G,-520.46,2023-05-29,R50002173
101709L,VAT,2024,2024,10,,3656.03,2024-02-14,A00002202
101709L,VAT,2024,2024,20,G,-3656.03,2024-03-04,R50002174
101709L,VAT,2025,2025,10,,3904.66,2025-05-16,A00002203
101709L,VAT,2025,2025,20,G,-3904.66,2025-07-21,R50002175
101709L,SSC,2021,2021,10,,809.82,2021-08-16,A00002204
101709L,SSC,2021,2021,20,G,-809.82,2021-11-05,R50002176
101709L,SSC,2022,2022,230,,992.67,2022-05-16,A00002205
101709L,SSC,2022,2022,20,G,-992.67,2022-07-12,R50002177
101709L,SSC,2023,2023,10,,170.28,2023-02-13,A00002206
101709L,SSC,2023,2023,20,G,-170.28,2023-03-15,R50002178
101709L,SSC,2024,2024,10,,1978.42,2024-08-16,A00002207
101709L,SSC,2024,2024,20,G,-1978.42,2024-10-14,R50002179
101709L,SSC,2025,2025,10,,5287.08,2025-02-13,A00002208
101709L,SSC,2025,2025,20,G,-5287.08,2025-03-11,R50002180
101718L,SSC,2022,2022,10,,3198.61,2022-02-13,A00002209
101718L,SSC,2022,2022,70,,371.07,2022-04-24,PEN
101718L,SSC,2022,2022,60,,978.77,2026-06-01,RST
101718L,SSC,2022,2022,20,G,-342.9,2022-04-28,R50002181
101718L,SSC,2023,2023,10,,3350.75,2023-02-13,A00002210
101718L,SSC,2023,2023,70,,200.72,2023-04-24,PEN
101718L,SSC,2023,2023,60,,784.08,2026-06-01,RST
101718L,SSC,2023,2023,20,G,-1240.17,2023-04-28,R50002182
101718L,SSC,2024,2024,10,,5341.09,2024-08-16,A00002211
101718L,SSC,2024,2024,70,,473.24,2024-10-25,PEN
101718L,SSC,2024,2024,60,,672.98,2026-06-01,RST
101718L,SSC,2024,2024,20,G,-1297.6,2024-10-30,R50002183
101718L,SSC,2025,2025,10,,11520.96,2025-05-16,A00002212
101718L,SSC,2025,2025,60,,829.51,2026-06-01,RST
101718L,SSC,2025,2025,20,G,-4066.92,2025-08-04,R50002184
101723L,CIT,2022,2022,10,,1196.03,2022-05-31,A00002213
101723L,CIT,2022,2022,20,G,-1196.03,2022-08-19,R50002185
101723L,CIT,2023,2023,10,,2351.42,2023-05-31,A00002214
101723L,CIT,2023,2023,20,G,-2351.42,2023-07-19,R50002186
101723L,CIT,2024,2024,10,,868.32,2024-05-31,A00002215
101723L,CIT,2024,2024,20,G,-868.32,2024-07-22,R50002187
101723L,CIT,2025,2025,10,,7854.62,2025-05-31,A00002216
101723L,CIT,2025,2025,20,G,-7854.62,2025-07-26,R50002188
101729H,SSC,2023,2023,10,,1066.24,2023-08-16,A00002217
101729H,SSC,2023,2023,20,G,-1066.24,2023-10-20,R50002189
101729H,SSC,2024,2024,10,,3841.45,2024-08-16,A00002218
101729H,SSC,2024,2024,20,G,-3841.45,2024-10-05,R50002190
101729H,SSC,2025,2025,10,,7014.88,2025-05-16,A00002219
101729H,SSC,2025,2025,20,G,-7014.88,2025-07-10,R50002191
101729H,VAT,2021,2021,10,,1098.28,2021-11-15,A00002220
101729H,VAT,2021,2021,20,G,-1098.28,2022-02-06,R50002192
101729H,VAT,2022,2022,10,,560.71,2022-08-16,A00002221
101729H,VAT,2022,2022,20,G,-560.71,2022-10-27,R50002193
101729H,VAT,2023,2023,10,,1821.8,2023-02-13,A00002222
101729H,VAT,2023,2023,20,G,-1821.8,2023-02-26,R50002194
101729H,VAT,2024,2024,10,,2417.06,2024-08-16,A00002223
101729H,VAT,2024,2024,20,G,-2417.06,2024-09-16,R50002195
101729H,VAT,2025,2025,10,,2152.87,2025-11-15,A00002224
101729H,VAT,2025,2025,20,G,-2152.87,2026-01-03,R50002196
101739L,VAT,2020,2020,10,,630.72,2020-02-14,A00002225
101739L,VAT,2020,2020,20,G,-630.72,2020-03-13,R50002197
101739L,VAT,2021,2021,10,,1173.42,2021-11-15,A00002226
101739L,VAT,2021,2021,20,G,-1173.42,2022-01-26,R50002198
101739L,VAT,2022,2022,230,,146.12,2022-11-15,A00002227
101739L,VAT,2022,2022,20,G,-146.12,2022-12-23,R50002199
101739L,VAT,2023,2023,10,,1093.62,2023-05-16,A00002228
101739L,VAT,2023,2023,20,G,-1093.62,2023-06-09,R50002200
101739L,VAT,2024,2024,10,,413.1,2024-11-15,A00002229
101739L,VAT,2024,2024,20,G,-413.1,2024-12-26,R50002201
101739L,VAT,2025,2025,10,,3443.94,2025-08-16,A00002230
101739L,VAT,2025,2025,20,G,-3443.94,2025-10-24,R50002202
101747B,CIT,2022,2022,10,,1892.29,2022-05-31,A00002231
101747B,CIT,2022,2022,20,G,-1892.29,2022-06-15,R50002203
101747B,CIT,2023,2023,10,,1253.61,2023-05-31,A00002232
101747B,CIT,2023,2023,20,G,-1253.61,2023-06-25,R50002204
101747B,CIT,2024,2024,10,,3683.7,2024-05-31,A00002233
101747B,CIT,2024,2024,20,G,-3683.7,2024-06-28,R50002205
101747B,CIT,2025,2025,10,,4253.51,2025-05-31,A00002234
101747B,CIT,2025,2025,20,G,-4253.51,2025-07-19,R50002206
101747B,VAT,2021,2021,10,,1564.46,2021-08-16,A00002235
101747B,VAT,2021,2021,20,G,-1564.46,2021-09-05,R50002207
101747B,VAT,2022,2022,10,,524.5,2022-11-15,A00002236
101747B,VAT,2022,2022,20,G,-524.5,2023-01-19,R50002208
101747B,VAT,2023,2023,10,,964.15,2023-11-15,A00002237
101747B,VAT,2023,2023,20,G,-964.15,2023-12-06,R50002209
101747B,VAT,2024,2024,230,,1336.7,2024-05-16,A00002238
101747B,VAT,2024,2024,20,G,-1336.7,2024-07-26,R50002210
101747B,VAT,2025,2025,10,,2992.2,2025-11-15,A00002239
101747B,VAT,2025,2025,20,G,-2992.2,2026-01-07,R50002211
101747B,CIT,2022,2022,230,,1569.88,2022-05-31,A00002240
101747B,CIT,2022,2022,20,G,-1569.88,2022-08-01,R50002212
101747B,CIT,2023,2023,230,,2176.99,2023-05-31,A00002241
101747B,CIT,2023,2023,20,G,-2176.99,2023-07-30,R50002213
101747B,CIT,2024,2024,10,,1935.82,2024-05-31,A00002242
101747B,CIT,2024,2024,20,G,-1935.82,2024-08-02,R50002214
101747B,CIT,2025,2025,230,,1113.01,2025-05-31,A00002243
101747B,CIT,2025,2025,20,G,-1113.01,2025-06-18,R50002215
101747B,FSS,2023,2023,10,,349.15,2023-08-16,A00002244
101747B,FSS,2023,2023,20,G,-349.15,2023-10-25,R50002216
101747B,FSS,2024,2024,10,,437.51,2024-02-14,A00002245
101747B,FSS,2024,2024,20,G,-437.51,2024-04-17,R50002217
101747B,FSS,2025,2025,230,,3925.99,2025-02-13,A00002246
101747B,FSS,2025,2025,20,G,-3925.99,2025-05-03,R50002218
101753M,CIT,2020,2020,10,,3.69,2020-05-31,A00002247
101753M,CIT,2020,2020,70,,0.36,2020-08-09,PEN
101753M,CIT,2020,2020,60,,1.59,2026-06-01,RST
101753M,CIT,2021,2021,10,,2.73,2021-05-31,A00002248
101753M,CIT,2021,2021,70,,0.15,2021-08-09,PEN
101753M,CIT,2021,2021,60,,0.98,2026-06-01,RST
101753M,CIT,2022,2022,10,,3.52,2022-05-31,A00002249
101753M,CIT,2022,2022,70,,0.51,2022-08-09,PEN
101753M,CIT,2022,2022,60,,1.01,2026-06-01,RST
101753M,CIT,2022,2022,20,G,-1.28,2022-08-26,R50002219
101753M,CIT,2023,2023,10,,5.18,2023-05-31,A00002250
101753M,CIT,2023,2023,70,,0.74,2023-08-09,PEN
101753M,CIT,2023,2023,20,G,-0.79,2023-08-24,R50002220
101753M,CIT,2024,2024,10,,8.29,2024-05-31,A00002251
101753M,CIT,2024,2024,70,,1.16,2024-08-09,PEN
101753M,CIT,2024,2024,60,,1.14,2026-06-01,RST
101753M,CIT,2024,2024,20,G,-2.36,2024-08-17,R50002221
101753M,CIT,2025,2025,230,,10.02,2025-05-31,A00002252
101753M,CIT,2025,2025,20,G,-4.01,2025-07-07,R50002222
101753M,FSS,2022,2022,10,,4.25,2022-08-16,A00002253
101753M,FSS,2022,2022,60,,1.15,2026-06-01,RST
101753M,FSS,2023,2023,10,,3.07,2023-05-16,A00002254
101753M,FSS,2023,2023,70,,0.38,2023-07-25,PEN
101753M,FSS,2023,2023,20,G,-1.71,2023-07-01,R50002223
101753M,FSS,2024,2024,10,,13.4,2024-05-16,A00002255
101753M,FSS,2024,2024,70,,1.92,2024-07-25,PEN
101753M,FSS,2024,2024,20,G,-7.36,2024-06-01,R50002224
101753M,FSS,2025,2025,10,,7.7,2025-08-16,A00002256
101753M,FSS,2025,2025,70,,0.56,2025-10-25,PEN
101761L,PIT,2020,2020,10,,8292.81,2020-05-31,A00002257
101761L,PIT,2020,2020,70,,876.55,2020-08-09,PEN
101761L,PIT,2020,2020,60,,3582.49,2026-06-01,RST
101761L,PIT,2020,2020,20,G,-582.09,2020-07-08,R50002225
101761L,PIT,2021,2021,10,,6065.75,2021-05-31,A00002258
101761L,PIT,2021,2021,70,,864.23,2021-08-09,PEN
101761L,PIT,2021,2021,60,,2183.67,2026-06-01,RST
101761L,PIT,2021,2021,20,G,-507.79,2021-08-26,R50002226
101761L,PIT,2022,2022,10,,3687.22,2022-05-31,A00002259
101761L,PIT,2022,2022,20,G,-2103.29,2022-08-08,R50002227
101761L,PIT,2023,2023,10,,11792.44,2023-05-31,A00002260
101761L,PIT,2023,2023,70,,967.4,2023-08-09,PEN
101761L,PIT,2023,2023,60,,2476.41,2026-06-01,RST
101761L,PIT,2023,2023,20,G,-1006.53,2023-07-08,R50002228
101761L,PIT,2024,2024,10,,17928.83,2024-05-31,A00002261
101761L,PIT,2024,2024,60,,2474.18,2026-06-01,RST
101761L,PIT,2024,2024,20,G,-6372.82,2024-08-20,R50002229
101761L,PIT,2025,2025,10,,19915.75,2025-05-31,A00002262
101761L,PIT,2025,2025,70,,2311.19,2025-08-09,PEN
101761L,PIT,2025,2025,60,,1314.44,2026-06-01,RST
101761L,PIT,2025,2025,20,G,-7966.3,2025-06-26,R50002230
101768G,CIT,2020,2020,10,,2140.69,2020-05-31,A00002263
101768G,CIT,2020,2020,70,,187.81,2020-08-09,PEN
101768G,CIT,2020,2020,20,G,-1421.32,2020-06-20,R50002231
101768G,CIT,2021,2021,10,,522.82,2021-05-31,A00002264
101768G,CIT,2021,2021,60,,188.22,2026-06-01,RST
101768G,CIT,2021,2021,20,G,-371.51,2021-08-12,R50002232
101768G,CIT,2022,2022,10,,801.84,2022-05-31,A00002265
101768G,CIT,2022,2022,70,,93.07,2022-08-09,PEN
101768G,CIT,2022,2022,60,,230.93,2026-06-01,RST
101768G,CIT,2022,2022,20,G,-151.45,2022-08-23,R50002233
101768G,CIT,2023,2023,10,,763.56,2023-05-31,A00002266
101768G,CIT,2023,2023,70,,57.08,2023-08-09,PEN
101768G,CIT,2023,2023,60,,160.35,2026-06-01,RST
101768G,CIT,2023,2023,20,G,-56.2,2023-07-19,R50002234
101768G,CIT,2024,2024,10,,5864.3,2024-05-31,A00002267
101768G,CIT,2024,2024,70,,472.06,2024-08-09,PEN
101768G,CIT,2024,2024,60,,809.27,2026-06-01,RST
101768G,CIT,2024,2024,20,G,-3232.08,2024-07-01,R50002235
101768G,CIT,2025,2025,10,,6905.51,2025-05-31,A00002268
101768G,CIT,2025,2025,70,,693.41,2025-08-09,PEN
101768G,CIT,2025,2025,60,,455.76,2026-06-01,RST
101768G,CIT,2025,2025,20,G,-2762.2,2025-07-20,R50002236
101768G,VAT,2020,2020,10,,815.74,2020-11-15,A00002269
101768G,VAT,2020,2020,60,,323.03,2026-06-01,RST
101768G,VAT,2020,2020,20,G,-15.43,2021-02-05,R50002237
101768G,VAT,2021,2021,10,,2649.45,2021-05-16,A00002270
101768G,VAT,2021,2021,70,,340.19,2021-07-25,PEN
101768G,VAT,2021,2021,20,G,-72.27,2021-06-08,R50002238
101768G,VAT,2022,2022,10,,1680.72,2022-08-16,A00002271
101768G,VAT,2022,2022,60,,453.79,2026-06-01,RST
101768G,VAT,2022,2022,20,G,-563.22,2022-11-06,R50002239
101768G,VAT,2023,2023,10,,3454.61,2023-02-13,A00002272
101768G,VAT,2023,2023,70,,464.15,2023-04-24,PEN
101768G,VAT,2023,2023,60,,808.38,2026-06-01,RST
101768G,VAT,2023,2023,20,G,-2258.2,2023-02-24,R50002240
101768G,VAT,2024,2024,10,,7562.24,2024-02-14,A00002273
101768G,VAT,2024,2024,70,,961.33,2024-04-24,PEN
101768G,VAT,2024,2024,60,,1225.08,2026-06-01,RST
101768G,VAT,2024,2024,20,G,-4865.79,2024-04-09,R50002241
101768G,VAT,2025,2025,10,,14097.84,2025-11-15,A00002274
101768G,VAT,2025,2025,70,,2112.46,2026-01-24,PEN
101768G,VAT,2025,2025,60,,422.94,2026-06-01,RST
101768G,VAT,2025,2025,20,G,-5639.14,2026-01-09,R50002242
101768G,CIT,2020,2020,10,,2826.06,2020-05-31,A00002275
101768G,CIT,2020,2020,60,,1220.86,2026-06-01,RST
101768G,CIT,2020,2020,20,G,-611.7,2020-08-22,R50002243
101768G,CIT,2021,2021,10,,2460.34,2021-05-31,A00002276
101768G,CIT,2021,2021,70,,232.14,2021-08-09,PEN
101768G,CIT,2021,2021,60,,885.72,2026-06-01,RST
101768G,CIT,2021,2021,20,G,-165.67,2021-08-16,R50002244
101768G,CIT,2022,2022,230,,4425.45,2022-05-31,A00002277
101768G,CIT,2022,2022,70,,626.89,2022-08-09,PEN
101768G,CIT,2022,2022,60,,1274.53,2026-06-01,RST
101768G,CIT,2022,2022,20,G,-72.42,2022-06-22,R50002245
101768G,CIT,2023,2023,10,,5175.25,2023-05-31,A00002278
101768G,CIT,2023,2023,70,,767.52,2023-08-09,PEN
101768G,CIT,2023,2023,60,,1086.8,2026-06-01,RST
101768G,CIT,2023,2023,20,G,-1794.55,2023-06-29,R50002246
101768G,CIT,2024,2024,10,,3786.39,2024-05-31,A00002279
101768G,CIT,2024,2024,70,,443.76,2024-08-09,PEN
101768G,CIT,2024,2024,60,,522.52,2026-06-01,RST
101768G,CIT,2024,2024,20,G,-1060.88,2024-08-04,R50002247
101768G,CIT,2025,2025,230,,9620.96,2025-05-31,A00002280
101768G,CIT,2025,2025,20,G,-1700.26,2025-06-28,R50002248
101771M,CIT,2022,2022,10,,32.98,2022-05-31,A00002281
101771M,CIT,2022,2022,70,,4.51,2022-08-09,PEN
101771M,CIT,2022,2022,60,,9.5,2026-06-01,RST
101771M,CIT,2022,2022,20,G,-16.27,2022-08-08,R50002249
101771M,CIT,2023,2023,10,,275.12,2023-05-31,A00002282
101771M,CIT,2023,2023,70,,32.66,2023-08-09,PEN
101771M,CIT,2023,2023,60,,57.78,2026-06-01,RST
101771M,CIT,2023,2023,20,G,-183.97,2023-07-14,R50002250
101771M,CIT,2024,2024,10,,178.53,2024-05-31,A00002283
101771M,CIT,2024,2024,20,G,-97.4,2024-06-25,R50002251
101771M,CIT,2025,2025,10,,376.06,2025-05-31,A00002284
101771M,CIT,2025,2025,70,,39.0,2025-08-09,PEN
101771M,CIT,2025,2025,60,,24.82,2026-06-01,RST
101771M,CIT,2025,2025,20,G,-136.51,2025-06-21,R50002252
101780H,SSC,2022,2022,10,,264.64,2022-02-13,A00002285
101780H,SSC,2022,2022,20,G,-264.64,2022-04-10,R50002253
101780H,SSC,2023,2023,10,,2611.97,2023-02-13,A00002286
101780H,SSC,2023,2023,20,G,-2611.97,2023-02-26,R50002254
101780H,SSC,2024,2024,10,,3583.46,2024-02-14,A00002287
101780H,SSC,2024,2024,20,G,-3583.46,2024-04-03,R50002255
101780H,SSC,2025,2025,10,,6059.13,2025-02-13,A00002288
101780H,SSC,2025,2025,20,G,-6059.13,2025-05-04,R50002256
101780H,VAT,2022,2022,10,,479.39,2022-08-16,A00002289
101780H,VAT,2022,2022,20,G,-479.39,2022-10-11,R50002257
101780H,VAT,2023,2023,10,,2655.53,2023-11-15,A00002290
101780H,VAT,2023,2023,20,G,-2655.53,2024-01-12,R50002258
101780H,VAT,2024,2024,10,,611.2,2024-11-15,A00002291
101780H,VAT,2024,2024,20,G,-611.2,2024-11-27,R50002259
101780H,VAT,2025,2025,10,,1822.73,2025-11-15,A00002292
101780H,VAT,2025,2025,20,G,-1822.73,2025-11-28,R50002260
101789A,CIT,2022,2022,10,,760.97,2022-05-31,A00002293
101789A,CIT,2022,2022,20,G,-760.97,2022-06-12,R50002261
101789A,CIT,2023,2023,10,,2398.72,2023-05-31,A00002294
101789A,CIT,2023,2023,20,G,-2398.72,2023-06-26,R50002262
101789A,CIT,2024,2024,10,,1570.18,2024-05-31,A00002295
101789A,CIT,2024,2024,20,G,-1570.18,2024-07-12,R50002263
101789A,CIT,2025,2025,230,,1491.84,2025-05-31,A00002296
101789A,CIT,2025,2025,20,G,-1491.84,2025-08-09,R50002264
101789A,SSC,2021,2021,10,,1448.76,2021-08-16,A00002297
101789A,SSC,2021,2021,20,G,-1448.76,2021-09-16,R50002265
101789A,SSC,2022,2022,10,,285.73,2022-05-16,A00002298
101789A,SSC,2022,2022,20,G,-285.73,2022-08-12,R50002266
101789A,SSC,2023,2023,10,,2018.37,2023-05-16,A00002299
101789A,SSC,2023,2023,20,G,-2018.37,2023-07-31,R50002267
101789A,SSC,2024,2024,10,,1020.45,2024-05-16,A00002300
101789A,SSC,2024,2024,20,G,-1020.45,2024-06-18,R50002268
101789A,SSC,2025,2025,10,,7157.54,2025-02-13,A00002301
101789A,SSC,2025,2025,20,G,-7157.54,2025-04-16,R50002269
101789A,FSS,2020,2020,10,,1049.32,2020-02-14,A00002302
101789A,FSS,2020,2020,20,G,-1049.32,2020-05-14,R50002270
101789A,FSS,2021,2021,10,,787.58,2021-11-15,A00002303
101789A,FSS,2021,2021,20,G,-787.58,2022-01-28,R50002271
101789A,FSS,2022,2022,10,,832.25,2022-08-16,A00002304
101789A,FSS,2022,2022,20,G,-832.25,2022-09-20,R50002272
101789A,FSS,2023,2023,10,,981.47,2023-11-15,A00002305
101789A,FSS,2023,2023,20,G,-981.47,2023-12-08,R50002273
101789A,FSS,2024,2024,10,,1799.43,2024-05-16,A00002306
101789A,FSS,2024,2024,20,G,-1799.43,2024-06-30,R50002274
101789A,FSS,2025,2025,10,,6683.97,2025-02-13,A00002307
101789A,FSS,2025,2025,20,G,-6683.97,2025-03-24,R50002275
101789A,VAT,2020,2020,230,,920.37,2020-05-16,A00002308
101789A,VAT,2020,2020,20,G,-920.37,2020-07-24,R50002276
101789A,VAT,2021,2021,10,,243.14,2021-11-15,A00002309
101789A,VAT,2021,2021,20,G,-243.14,2021-12-04,R50002277
101789A,VAT,2022,2022,10,,140.06,2022-11-15,A00002310
101789A,VAT,2022,2022,20,G,-140.06,2023-01-23,R50002278
101789A,VAT,2023,2023,10,,1942.71,2023-08-16,A00002311
101789A,VAT,2023,2023,20,G,-1942.71,2023-10-26,R50002279
101789A,VAT,2024,2024,10,,969.64,2024-05-16,A00002312
101789A,VAT,2024,2024,20,G,-969.64,2024-07-17,R50002280
101789A,VAT,2025,2025,10,,5435.07,2025-05-16,A00002313
101789A,VAT,2025,2025,20,G,-5435.07,2025-06-18,R50002281
101795A,CIT,2021,2021,10,,976.82,2021-05-31,A00002314
101795A,CIT,2021,2021,20,G,-976.82,2021-06-29,R50002282
101795A,CIT,2022,2022,10,,1743.63,2022-05-31,A00002315
101795A,CIT,2022,2022,20,G,-1743.63,2022-07-15,R50002283
101795A,CIT,2023,2023,10,,1833.47,2023-05-31,A00002316
101795A,CIT,2023,2023,20,G,-1833.47,2023-07-25,R50002284
101795A,CIT,2024,2024,10,,3212.78,2024-05-31,A00002317
101795A,CIT,2024,2024,20,G,-3212.78,2024-08-08,R50002285
101795A,CIT,2025,2025,10,,5204.62,2025-05-31,A00002318
101795A,CIT,2025,2025,20,G,-5204.62,2025-07-13,R50002286
101801H,PIT,2020,2020,10,,2664.29,2020-05-31,A00002319
101801H,PIT,2020,2020,70,,358.21,2020-08-09,PEN
101801H,PIT,2020,2020,60,,1150.97,2026-06-01,RST
101801H,PIT,2020,2020,20,G,-97.26,2020-07-05,R50002287
