assessment_id,tin,tax_type,yofa,period,kind,caution_flag,amount,due_date,assessed_at
A00002173,101680L,VAT,2022,2022,DEFAULT,0,52.2,2022-03-15,2022-02-13 09:00:00
A00002174,101680L,VAT,2023,2023,SELF,0,219.54,2023-12-15,2023-11-15 09:00:00
A00002175,101680L,VAT,2024,2024,SELF,0,429.13,2024-03-15,2024-02-14 09:00:00
A00002176,101680L,VAT,2025,2025,DEFAULT,1,414.45,2025-03-15,2025-02-13 09:00:00
A00002177,101690G,SSC,2021,2021,SELF,0,1608.52,2021-09-15,2021-08-16 09:00:00
A00002178,101690G,SSC,2022,2022,SELF,0,3618.04,2022-09-15,2022-08-16 09:00:00
A00002179,101690G,SSC,2023,2023,SELF,0,3452.86,2023-03-15,2023-02-13 09:00:00
A00002180,101690G,SSC,2024,2024,SELF,0,5744.68,2024-12-15,2024-11-15 09:00:00
A00002181,101690G,SSC,2025,2025,SELF,0,15419.3,2025-09-15,2025-08-16 09:00:00
A00002182,101690G,PIT,2021,2021,SELF,0,2565.48,2021-06-30,2021-05-31 09:00:00
A00002183,101690G,PIT,2022,2022,SELF,0,2807.15,2022-06-30,2022-05-31 09:00:00
A00002184,101690G,PIT,2023,2023,SELF,0,2158.57,2023-06-30,2023-05-31 09:00:00
A00002185,101690G,PIT,2024,2024,SELF,0,4540.71,2024-06-30,2024-05-31 09:00:00
A00002186,101690G,PIT,2025,2025,SELF,0,6308.04,2025-06-30,2025-05-31 09:00:00
A00002187,101694G,PIT,2023,2023,AUTHORITY,0,234.79,2023-06-30,2023-05-31 09:00:00
A00002188,101694G,PIT,2024,2024,SELF,0,163.2,2024-06-30,2024-05-31 09:00:00
A00002189,101694G,PIT,2025,2025,SELF,0,878.93,2025-06-30,2025-05-31 09:00:00
A00002190,101704B,VAT,2021,2021,SELF,0,453.8,2021-09-15,2021-08-16 09:00:00
A00002191,101704B,VAT,2022,2022,SELF,0,1988.88,2022-09-15,2022-08-16 09:00:00
A00002192,101704B,VAT,2023,2023,SELF,0,4033.18,2023-06-15,2023-05-16 09:00:00
A00002193,101704B,VAT,2024,2024,SELF,0,6887.95,2024-06-15,2024-05-16 09:00:00
A00002194,101704B,VAT,2025,2025,SELF,0,15315.5,2025-12-15,2025-11-15 09:00:00
A00002195,101704B,FSS,2020,2020,SELF,0,1955.45,2020-06-15,2020-05-16 09:00:00
A00002196,101704B,FSS,2021,2021,SELF,0,3315.26,2021-06-15,2021-05-16 09:00:00
A00002197,101704B,FSS,2022,2022,SELF,0,373.69,2022-12-15,2022-11-15 09:00:00
A00002198,101704B,FSS,2023,2023,SELF,0,722.13,2023-12-15,2023-11-15 09:00:00
A00002199,101704B,FSS,2024,2024,DEFAULT,1,2839.04,2024-12-15,2024-11-15 09:00:00
A00002200,101704B,FSS,2025,2025,SELF,0,14930.8,2025-03-15,2025-02-13 09:00:00
A00002201,101709L,VAT,2023,2023,SELF,0,520.46,2023-06-15,2023-05-16 09:00:00
A00002202,101709L,VAT,2024,2024,SELF,0,3656.03,2024-03-15,2024-02-14 09:00:00
A00002203,101709L,VAT,2025,2025,SELF,0,3904.66,2025-06-15,2025-05-16 09:00:00
A00002204,101709L,SSC,2021,2021,SELF,0,809.82,2021-09-15,2021-08-16 09:00:00
A00002205,101709L,SSC,2022,2022,DEFAULT,1,992.67,2022-06-15,2022-05-16 09:00:00
A00002206,101709L,SSC,2023,2023,SELF,0,170.28,2023-03-15,2023-02-13 09:00:00
A00002207,101709L,SSC,2024,2024,SELF,0,1978.42,2024-09-15,2024-08-16 09:00:00
A00002208,101709L,SSC,2025,2025,AUTHORITY,0,5287.08,2025-03-15,2025-02-13 09:00:00
A00002209,101718L,SSC,2022,2022,SELF,0,3198.61,2022-03-15,2022-02-13 09:00:00
A00002210,101718L,SSC,2023,2023,SELF,0,3350.75,2023-03-15,2023-02-13 09:00:00
A00002211,101718L,SSC,2024,2024,AUTHORITY,0,5341.09,2024-09-15,2024-08-16 09:00:00
A00002212,101718L,SSC,2025,2025,SELF,0,11520.96,2025-06-15,2025-05-16 09:00:00
A00002213,101723L,CIT,2022,2022,SELF,0,1196.03,2022-06-30,2022-05-31 09:00:00
A00002214,101723L,CIT,2023,2023,SELF,0,2351.42,2023-06-30,2023-05-31 09:00:00
A00002215,101723L,CIT,2024,2024,SELF,0,868.32,2024-06-30,2024-05-31 09:00:00
A00002216,101723L,CIT,2025,2025,SELF,0,7854.62,2025-06-30,2025-05-31 09:00:00
A00002217,101729H,SSC,2023,2023,SELF,0,1066.24,2023-09-15,2023-08-16 09:00:00
A00002218,101729H,SSC,2024,2024,SELF,0,3841.45,2024-09-15,2024-08-16 09:00:00
A00002219,101729H,SSC,2025,2025,SELF,0,7014.88,2025-06-15,2025-05-16 09:00:00
A00002220,101729H,VAT,2021,2021,SELF,0,1098.28,2021-12-15,2021-11-15 09:00:00
A00002221,101729H,VAT,2022,2022,SELF,0,560.71,2022-09-15,2022-08-16 09:00:00
A00002222,101729H,VAT,2023,2023,SELF,0,1821.8,2023-03-15,2023-02-13 09:00:00
A00002223,101729H,VAT,2024,2024,AUTHORITY,0,2417.06,2024-09-15,2024-08-16 09:00:00
A00002224,101729H,VAT,2025,2025,SELF,0,2152.87,2025-12-15,2025-11-15 09:00:00
A00002225,101739L,VAT,2020,2020,SELF,0,630.72,2020-03-15,2020-02-14 09:00:00
A00002226,101739L,VAT,2021,2021,SELF,0,1173.42,2021-12-15,2021-11-15 09:00:00
A00002227,101739L,VAT,2022,2022,DEFAULT,0,146.12,2022-12-15,2022-11-15 09:00:00
A00002228,101739L,VAT,2023,2023,AUTHORITY,0,1093.62,2023-06-15,2023-05-16 09:00:00
A00002229,101739L,VAT,2024,2024,SELF,0,413.1,2024-12-15,2024-11-15 09:00:00
A00002230,101739L,VAT,2025,2025,SELF,0,3443.94,2025-09-15,2025-08-16 09:00:00
A00002231,101747B,CIT,2022,2022,SELF,0,1892.29,2022-06-30,2022-05-31 09:00:00
A00002232,101747B,CIT,2023,2023,SELF,0,1253.61,2023-06-30,2023-05-31 09:00:00
A00002233,101747B,CIT,2024,2024,SELF,0,3683.7,2024-06-30,2024-05-31 09:00:00
A00002234,101747B,CIT,2025,2025,SELF,0,4253.51,2025-06-30,2025-05-31 09:00:00
A00002235,101747B,VAT,2021,2021,SELF,0,1564.46,2021-09-15,2021-08-16 09:00:00
A00002236,101747B,VAT,2022,2022,AUTHORITY,0,524.5,2022-12-15,2022-11-15 09:00:00
A00002237,101747B,VAT,2023,2023,SELF,0,964.15,2023-12-15,2023-11-15 09:00:00
A00002238,101747B,VAT,2024,2024,DEFAULT,0,1336.7,2024-06-15,2024-05-16 09:00:00
A00002239,101747B,VAT,2025,2025,SELF,0,2992.2,2025-12-15,2025-11-15 09:00:00
A00002240,101747B,CIT,2022,2022,DEFAULT,0,1569.88,2022-06-30,2022-05-31 09:00:00
A00002241,101747B,CIT,2023,2023,DEFAULT,0,2176.99,2023-06-30,2023-05-31 09:00:00
A00002242,101747B,CIT,2024,2024,SELF,0,1935.82,2024-06-30,2024-05-31 09:00:00
A00002243,101747B,CIT,2025,2025,DEFAULT,1,1113.01,2025-06-30,2025-05-31 09:00:00
A00002244,101747B,FSS,2023,2023,SELF,0,349.15,2023-09-15,2023-08-16 09:00:00
A00002245,101747B,FSS,2024,2024,SELF,0,437.51,2024-03-15,2024-02-14 09:00:00
A00002246,101747B,FSS,2025,2025,DEFAULT,0,3925.99,2025-03-15,2025-02-13 09:00:00
A00002247,101753M,CIT,2020,2020,SELF,0,3.69,2020-06-30,2020-05-31 09:00:00
A00002248,101753M,CIT,2021,2021,SELF,0,2.73,2021-06-30,2021-05-31 09:00:00
A00002249,101753M,CIT,2022,2022,SELF,0,3.52,2022-06-30,2022-05-31 09:00:00
A00002250,101753M,CIT,2023,2023,SELF,0,5.18,2023-06-30,2023-05-31 09:00:00
A00002251,101753M,CIT,2024,2024,AUTHORITY,0,8.29,2024-06-30,2024-05-31 09:00:00
A00002252,101753M,CIT,2025,2025,DEFAULT,0,10.02,2025-06-30,2025-05-31 09:00:00
A00002253,101753M,FSS,2022,2022,AUTHORITY,0,4.25,2022-09-15,2022-08-16 09:00:00
A00002254,101753M,FSS,2023,2023,SELF,0,3.07,2023-06-15,2023-05-16 09:00:00
A00002255,101753M,FSS,2024,2024,SELF,0,13.4,2024-06-15,2024-05-16 09:00:00
A00002256,101753M,FSS,2025,2025,SELF,0,7.7,2025-09-15,2025-08-16 09:00:00
A00002257,101761L,PIT,2020,2020,SELF,0,8292.81,2020-06-30,2020-05-31 09:00:00
A00002258,101761L,PIT,2021,2021,SELF,0,6065.75,2021-06-30,2021-05-31 09:00:00
A00002259,101761L,PIT,2022,2022,SELF,0,3687.22,2022-06-30,2022-05-31 09:00:00
A00002260,101761L,PIT,2023,2023,SELF,0,11792.44,2023-06-30,2023-05-31 09:00:00
A00002261,101761L,PIT,2024,2024,SELF,0,17928.83,2024-06-30,2024-05-31 09:00:00
A00002262,101761L,PIT,2025,2025,SELF,0,19915.75,2025-06-30,2025-05-31 09:00:00
A00002263,101768G,CIT,2020,2020,SELF,0,2140.69,2020-06-30,2020-05-31 09:00:00
A00002264,101768G,CIT,2021,2021,SELF,0,522.82,2021-06-30,2021-05-31 09:00:00
A00002265,101768G,CIT,2022,2022,SELF,0,801.84,2022-06-30,2022-05-31 09:00:00
A00002266,101768G,CIT,2023,2023,SELF,0,763.56,2023-06-30,2023-05-31 09:00:00
A00002267,101768G,CIT,2024,2024,SELF,0,5864.3,2024-06-30,2024-05-31 09:00:00
A00002268,101768G,CIT,2025,2025,SELF,0,6905.51,2025-06-30,2025-05-31 09:00:00
A00002269,101768G,VAT,2020,2020,SELF,0,815.74,2020-12-15,2020-11-15 09:00:00
A00002270,101768G,VAT,2021,2021,SELF,0,2649.45,2021-06-15,2021-05-16 09:00:00
A00002271,101768G,VAT,2022,2022,SELF,0,1680.72,2022-09-15,2022-08-16 09:00:00
A00002272,101768G,VAT,2023,2023,SELF,0,3454.61,2023-03-15,2023-02-13 09:00:00
A00002273,101768G,VAT,2024,2024,SELF,0,7562.24,2024-03-15,2024-02-14 09:00:00
A00002274,101768G,VAT,2025,2025,SELF,0,14097.84,2025-12-15,2025-11-15 09:00:00
A00002275,101768G,CIT,2020,2020,SELF,0,2826.06,2020-06-30,2020-05-31 09:00:00
A00002276,101768G,CIT,2021,2021,AUTHORITY,0,2460.34,2021-06-30,2021-05-31 09:00:00
A00002277,101768G,CIT,2022,2022,DEFAULT,1,4425.45,2022-06-30,2022-05-31 09:00:00
A00002278,101768G,CIT,2023,2023,AUTHORITY,0,5175.25,2023-06-30,2023-05-31 09:00:00
A00002279,101768G,CIT,2024,2024,SELF,0,3786.39,2024-06-30,2024-05-31 09:00:00
A00002280,101768G,CIT,2025,2025,DEFAULT,0,9620.96,2025-06-30,2025-05-31 09:00:00
A00002281,101771M,CIT,2022,2022,SELF,0,32.98,2022-06-30,2022-05-31 09:00:00
A00002282,101771M,CIT,2023,2023,SELF,0,275.12,2023-06-30,2023-05-31 09:00:00
A00002283,101771M,CIT,2024,2024,SELF,0,178.53,2024-06-30,2024-05-31 09:00:00
A00002284,101771M,CIT,2025,2025,SELF,0,376.06,2025-06-30,2025-05-31 09:00:00
A00002285,101780H,SSC,2022,2022,SELF,0,264.64,2022-03-15,2022-02-13 09:00:00
A00002286,101780H,SSC,2023,2023,SELF,0,2611.97,2023-03-15,2023-02-13 09:00:00
A00002287,101780H,SSC,2024,2024,SELF,0,3583.46,2024-03-15,2024-02-14 09:00:00
A00002288,101780H,SSC,2025,2025,SELF,0,6059.13,2025-03-15,2025-02-13 09:00:00
A00002289,101780H,VAT,2022,2022,SELF,0,479.39,2022-09-15,2022-08-16 09:00:00
A00002290,101780H,VAT,2023,2023,SELF,0,2655.53,2023-12-15,2023-11-15 09:00:00
A00002291,101780H,VAT,2024,2024,SELF,0,611.2,2024-12-15,2024-11-15 09:00:00
A00002292,101780H,VAT,2025,2025,SELF,0,1822.73,2025-12-15,2025-11-15 09:00:00
A00002293,101789A,CIT,2022,2022,SELF,0,760.97,2022-06-30,2022-05-31 09:00:00
A00002294,101789A,CIT,2023,2023,SELF,0,2398.72,2023-06-30,2023-05-31 09:00:00
A00002295,101789A,CIT,2024,2024,SELF,0,1570.18,2024-06-30,2024-05-31 09:00:00
A00002296,101789A,CIT,2025,2025,DEFAULT,0,1491.84,2025-06-30,2025-05-31 09:00:00
A00002297,101789A,SSC,2021,2021,SELF,0,1448.76,2021-09-15,2021-08-16 09:00:00
A00002298,101789A,SSC,2022,2022,SELF,0,285.73,2022-06-15,2022-05-16 09:00:00
A00002299,101789A,SSC,2023,2023,SELF,0,2018.37,2023-06-15,2023-05-16 09:00:00
A00002300,101789A,SSC,2024,2024,SELF,0,1020.45,2024-06-15,2024-05-16 09:00:00
A00002301,101789A,SSC,2025,2025,SELF,0,7157.54,2025-03-15,2025-02-13 09:00:00
A00002302,101789A,FSS,2020,2020,SELF,0,1049.32,2020-03-15,2020-02-14 09:00:00
A00002303,101789A,FSS,2021,2021,SELF,0,787.58,2021-12-15,2021-11-15 09:00:00
A00002304,101789A,FSS,2022,2022,SELF,0,832.25,2022-09-15,2022-08-16 09:00:00
A00002305,101789A,FSS,2023,2023,SELF,0,981.47,2023-12-15,2023-11-15 09:00:00
A00002306,101789A,FSS,2024,2024,SELF,0,1799.43,2024-06-15,2024-05-16 09:00:00
A00002307,101789A,FSS,2025,2025,SELF,0,6683.97,2025-03-15,2025-02-13 09:00:00
A00002308,101789A,VAT,2020,2020,DEFAULT,0,920.37,2020-06-15,2020-05-16 09:00:00
A00002309,101789A,VAT,2021,2021,SELF,0,243.14,2021-12-15,2021-11-15 09:00:00
A00002310,101789A,VAT,2022,2022,SELF,0,140.06,2022-12-15,2022-11-15 09:00:00
A00002311,101789A,VAT,2023,2023,AUTHORITY,0,1942.71,2023-09-15,2023-08-16 09:00:00
A00002312,101789A,VAT,2024,2024,AUTHORITY,0,969.64,2024-06-15,2024-05-16 09:00:00
A00002313,101789A,VAT,2025,2025,SELF,0,5435.07,2025-06-15,2025-05-16 09:00:00
A00002314,101795A,CIT,2021,2021,SELF,0,976.82,2021-06-30,2021-05-31 09:00:00
A00002315,101795A,CIT,2022,2022,SELF,0,1743.63,2022-06-30,2022-05-31 09:00:00
A00002316,101795A,CIT,2023,2023,SELF,0,1833.47,2023-06-30,2023-05-31 09:00:00
A00002317,101795A,CIT,2024,2024,SELF,0,3212.78,2024-06-30,2024-05-31 09:00:00
A00002318,101795A,CIT,2025,2025,AUTHORITY,0,5204.62,2025-06-30,2025-05-31 09:00:00
A00002319,101801H,PIT,2020,2020,SELF,0,2664.29,2020-06-30,2020-05-31 09:00:00
A00002320,101801H,PIT,2021,2021,SELF,0,1399.89,2021-06-30,2021-05-31 09:00:00
A00002321,101801H,PIT,2022,2022,SELF,0,2533.79,2022-06-30,2022-05-31 09:00:00
A00002322,101801H,PIT,2023,2023,AUTHORITY,0,2938.0,2023-06-30,2023-05-31 09:00:00
A00002323,101801H,PIT,2024,2024,SELF,0,5005.75,2024-06-30,2024-05-31 09:00:00
A00002324,101801H,PIT,2025,2025,SELF,0,6206.25,2025-06-30,2025-05-31 09:00:00
A00002325,101809G,PIT,2020,2020,SELF,0,10.94,2020-06-30,2020-05-31 09:00:00
A00002326,101809G,PIT,2021,2021,SELF,0,4.82,2021-06-30,2021-05-31 09:00:00
A00002327,101809G,PIT,2022,2022,SELF,0,8.74,2022-06-30,2022-05-31 09:00:00
A00002328,101809G,PIT,2023,2023,SELF,0,22.83,2023-06-30,2023-05-31 09:00:00
A00002329,101809G,PIT,2024,2024,SELF,0,10.26,2024-06-30,2024-05-31 09:00:00
A00002330,101809G,PIT,2025,2025,SELF,0,69.52,2025-06-30,2025-05-31 09:00:00
A00002331,101809G,CIT,2023,2023,DEFAULT,0,19.87,2023-06-30,2023-05-31 09:00:00
A00002332,101809G,CIT,2024,2024,DEFAULT,1,44.49,2024-06-30,2024-05-31 09:00:00
A00002333,101809G,CIT,2025,2025,AUTHORITY,0,70.44,2025-06-30,2025-05-31 09:00:00
A00002334,101813L,FSS,2021,2021,SELF,0,1470.54,2021-12-15,2021-11-15 09:00:00
A00002335,101813L,FSS,2022,2022,SELF,0,1962.2,2022-09-15,2022-08-16 09:00:00
A00002336,101813L,FSS,2023,2023,SELF,0,1149.21,2023-06-15,2023-05-16 09:00:00
A00002337,101813L,FSS,2024,2024,SELF,0,3304.56,2024-12-15,2024-11-15 09:00:00
A00002338,101813L,FSS,2025,2025,SELF,0,1273.73,2025-12-15,2025-11-15 09:00:00
A00002339,101813L,VAT,2023,2023,SELF,0,2141.48,2023-06-15,2023-05-16 09:00:00
A00002340,101813L,VAT,2024,2024,SELF,0,2094.51,2024-06-15,2024-05-16 09:00:00
A00002341,101813L,VAT,2025,2025,SELF,0,1342.69,2025-12-15,2025-11-15 09:00:00
A00002342,101813L,CIT,2023,2023,SELF,0,1827.28,2023-06-30,2023-05-31 09:00:00
A00002343,101813L,CIT,2024,2024,SELF,0,2480.63,2024-06-30,2024-05-31 09:00:00
A00002344,101813L,CIT,2025,2025,SELF,0,2117.92,2025-06-30,2025-05-31 09:00:00
A00002345,101813L,CIT,2020,2020,SELF,0,579.71,2020-06-30,2020-05-31 09:00:00
A00002346,101813L,CIT,2021,2021,SELF,0,53.56,2021-06-30,2021-05-31 09:00:00
A00002347,101813L,CIT,2022,2022,AUTHORITY,0,878.38,2022-06-30,2022-05-31 09:00:00
A00002348,101813L,CIT,2023,2023,SELF,0,945.35,2023-06-30,2023-05-31 09:00:00
A00002349,101813L,CIT,2024,2024,SELF,0,2868.9,2024-06-30,2024-05-31 09:00:00
A00002350,101813L,CIT,2025,2025,SELF,0,6798.5,2025-06-30,2025-05-31 09:00:00
A00002351,101820A,CIT,2020,2020,SELF,0,11.61,2020-06-30,2020-05-31 09:00:00
A00002352,101820A,CIT,2021,2021,AUTHORITY,0,7.08,2021-06-30,2021-05-31 09:00:00
A00002353,101820A,CIT,2022,2022,SELF,0,8.7,2022-06-30,2022-05-31 09:00:00
A00002354,101820A,CIT,2023,2023,SELF,0,24.31,2023-06-30,2023-05-31 09:00:00
A00002355,101820A,CIT,2024,2024,AUTHORITY,0,12.84,2024-06-30,2024-05-31 09:00:00
A00002356,101820A,CIT,2025,2025,SELF,0,49.01,2025-06-30,2025-05-31 09:00:00
A00002357,101820A,CIT,2022,2022,DEFAULT,1,17.92,2022-06-30,2022-05-31 09:00:00
A00002358,101820A,CIT,2023,2023,SELF,0,14.82,2023-06-30,2023-05-31 09:00:00
A00002359,101820A,CIT,2024,2024,AUTHORITY,0,28.33,2024-06-30,2024-05-31 09:00:00
A00002360,101820A,CIT,2025,2025,SELF,0,74.66,2025-06-30,2025-05-31 09:00:00
A00002361,101820A,VAT,2023,2023,SELF,0,17.3,2023-06-15,2023-05-16 09:00:00
A00002362,101820A,VAT,2024,2024,SELF,0,38.76,2024-12-15,2024-11-15 09:00:00
A00002363,101820A,VAT,2025,2025,SELF,0,55.96,2025-12-15,2025-11-15 09:00:00
A00002364,101820A,FSS,2022,2022,SELF,0,21.05,2022-09-15,2022-08-16 09:00:00
A00002365,101820A,FSS,2023,2023,SELF,0,15.4,2023-06-15,2023-05-16 09:00:00
A00002366,101820A,FSS,2024,2024,SELF,0,37.12,2024-12-15,2024-11-15 09:00:00
A00002367,101820A,FSS,2025,2025,SELF,0,80.95,2025-03-15,2025-02-13 09:00:00
A00002368,101827L,CIT,2020,2020,SELF,0,7627.81,2020-06-30,2020-05-31 09:00:00
A00002369,101827L,CIT,2021,2021,SELF,0,10275.06,2021-06-30,2021-05-31 09:00:00
A00002370,101827L,CIT,2022,2022,SELF,0,5976.65,2022-06-30,2022-05-31 09:00:00
A00002371,101827L,CIT,2023,2023,SELF,0,15410.96,2023-06-30,2023-05-31 09:00:00
A00002372,101827L,CIT,2024,2024,AUTHORITY,0,20118.26,2024-06-30,2024-05-31 09:00:00
A00002373,101827L,CIT,2025,2025,SELF,0,30004.38,2025-06-30,2025-05-31 09:00:00
A00002374,101836B,SSC,2022,2022,SELF,0,1333.7,2022-03-15,2022-02-13 09:00:00
A00002375,101836B,SSC,2023,2023,SELF,0,740.05,2023-03-15,2023-02-13 09:00:00
A00002376,101836B,SSC,2024,2024,SELF,0,3604.01,2024-09-15,2024-08-16 09:00:00
A00002377,101836B,SSC,2025,2025,SELF,0,7613.11,2025-03-15,2025-02-13 09:00:00
A00002378,101836B,CIT,2022,2022,SELF,0,99.03,2022-06-30,2022-05-31 09:00:00
A00002379,101836B,CIT,2023,2023,SELF,0,362.54,2023-06-30,2023-05-31 09:00:00
A00002380,101836B,CIT,2024,2024,SELF,0,2838.43,2024-06-30,2024-05-31 09:00:00
A00002381,101836B,CIT,2025,2025,SELF,0,7172.46,2025-06-30,2025-05-31 09:00:00
A00002382,101836B,CIT,2021,2021,SELF,0,159.49,2021-06-30,2021-05-31 09:00:00
A00002383,101836B,CIT,2022,2022,SELF,0,547.62,2022-06-30,2022-05-31 09:00:00
A00002384,101836B,CIT,2023,2023,SELF,0,1716.21,2023-06-30,2023-05-31 09:00:00
A00002385,101836B,CIT,2024,2024,SELF,0,828.83,2024-06-30,2024-05-31 09:00:00
A00002386,101836B,CIT,2025,2025,SELF,0,714.66,2025-06-30,2025-05-31 09:00:00
A00002387,101836B,VAT,2022,2022,SELF,0,1439.94,2022-06-15,2022-05-16 09:00:00
A00002388,101836B,VAT,2023,2023,AUTHORITY,0,1084.06,2023-03-15,2023-02-13 09:00:00
A00002389,101836B,VAT,2024,2024,SELF,0,3596.16,2024-06-15,2024-05-16 09:00:00
A00002390,101836B,VAT,2025,2025,SELF,0,1686.48,2025-12-15,2025-11-15 09:00:00
A00002391,101841L,PIT,2021,2021,SELF,0,588.02,2021-06-30,2021-05-31 09:00:00
A00002392,101841L,PIT,2022,2022,SELF,0,218.07,2022-06-30,2022-05-31 09:00:00
A00002393,101841L,PIT,2023,2023,SELF,0,2558.85,2023-06-30,2023-05-31 09:00:00
A00002394,101841L,PIT,2024,2024,SELF,0,3489.99,2024-06-30,2024-05-31 09:00:00
A00002395,101841L,PIT,2025,2025,SELF,0,905.53,2025-06-30,2025-05-31 09:00:00
A00002396,101841L,VAT,2022,2022,SELF,0,1071.94,2022-03-15,2022-02-13 09:00:00
A00002397,101841L,VAT,2023,2023,SELF,0,2152.52,2023-06-15,2023-05-16 09:00:00
A00002398,101841L,VAT,2024,2024,SELF,0,2104.07,2024-09-15,2024-08-16 09:00:00
A00002399,101841L,VAT,2025,2025,SELF,0,3119.39,2025-12-15,2025-11-15 09:00:00
A00002400,101850B,VAT,2022,2022,SELF,0,1902.31,2022-09-15,2022-08-16 09:00:00
A00002401,101850B,VAT,2023,2023,SELF,0,5969.62,2023-03-15,2023-02-13 09:00:00
A00002402,101850B,VAT,2024,2024,SELF,0,3862.38,2024-06-15,2024-05-16 09:00:00
A00002403,101850B,VAT,2025,2025,SELF,0,3135.97,2025-03-15,2025-02-13 09:00:00
A00002404,101856A,PIT,2020,2020,SELF,0,174.19,2020-06-30,2020-05-31 09:00:00
A00002405,101856A,PIT,2021,2021,SELF,0,629.64,2021-06-30,2021-05-31 09:00:00
A00002406,101856A,PIT,2022,2022,SELF,0,250.14,2022-06-30,2022-05-31 09:00:00
A00002407,101856A,PIT,2023,2023,SELF,0,1143.71,2023-06-30,2023-05-31 09:00:00
A00002408,101856A,PIT,2024,2024,DEFAULT,1,262.22,2024-06-30,2024-05-31 09:00:00
A00002409,101856A,PIT,2025,2025,SELF,0,4682.28,2025-06-30,2025-05-31 09:00:00
A00002410,101863B,VAT,2023,2023,SELF,0,1642.18,2023-12-15,2023-11-15 09:00:00
A00002411,101863B,VAT,2024,2024,SELF,0,2581.27,2024-03-15,2024-02-14 09:00:00
A00002412,101863B,VAT,2025,2025,SELF,0,3479.15,2025-12-15,2025-11-15 09:00:00
A00002413,101872A,VAT,2023,2023,SELF,0,42.89,2023-03-15,2023-02-13 09:00:00
A00002414,101872A,VAT,2024,2024,SELF,0,146.82,2024-12-15,2024-11-15 09:00:00
A00002415,101872A,VAT,2025,2025,DEFAULT,0,367.34,2025-12-15,2025-11-15 09:00:00
A00002416,101872A,CIT,2023,2023,SELF,0,157.32,2023-06-30,2023-05-31 09:00:00
A00002417,101872A,CIT,2024,2024,SELF,0,42.59,2024-06-30,2024-05-31 09:00:00
A00002418,101872A,CIT,2025,2025,SELF,0,777.38,2025-06-30,2025-05-31 09:00:00
A00002419,101877H,CIT,2023,2023,SELF,0,1995.96,2023-06-30,2023-05-31 09:00:00
A00002420,101877H,CIT,2024,2024,AUTHORITY,0,2064.69,2024-06-30,2024-05-31 09:00:00
A00002421,101877H,CIT,2025,2025,DEFAULT,1,6442.25,2025-06-30,2025-05-31 09:00:00
A00002422,101877H,CIT,2020,2020,DEFAULT,0,1329.76,2020-06-30,2020-05-31 09:00:00
A00002423,101877H,CIT,2021,2021,SELF,0,1595.81,2021-06-30,2021-05-31 09:00:00
A00002424,101877H,CIT,2022,2022,SELF,0,1712.54,2022-06-30,2022-05-31 09:00:00
A00002425,101877H,CIT,2023,2023,SELF,0,1515.18,2023-06-30,2023-05-31 09:00:00
A00002426,101877H,CIT,2024,2024,SELF,0,3386.8,2024-06-30,2024-05-31 09:00:00
A00002427,101877H,CIT,2025,2025,SELF,0,3638.38,2025-06-30,2025-05-31 09:00:00
A00002428,101886L,CIT,2021,2021,DEFAULT,1,744.98,2021-06-30,2021-05-31 09:00:00
A00002429,101886L,CIT,2022,2022,SELF,0,1400.41,2022-06-30,2022-05-31 09:00:00
A00002430,101886L,CIT,2023,2023,SELF,0,298.06,2023-06-30,2023-05-31 09:00:00
A00002431,101886L,CIT,2024,2024,SELF,0,607.7,2024-06-30,2024-05-31 09:00:00
A00002432,101886L,CIT,2025,2025,SELF,0,6306.96,2025-06-30,2025-05-31 09:00:00
A00002433,101886L,VAT,2022,2022,SELF,0,1035.38,2022-06-15,2022-05-16 09:00:00
A00002434,101886L,VAT,2023,2023,SELF,0,1319.36,2023-12-15,2023-11-15 09:00:00
A00002435,101886L,VAT,2024,2024,SELF,0,557.68,2024-12-15,2024-11-15 09:00:00
A00002436,101886L,VAT,2025,2025,SELF,0,3196.77,2025-03-15,2025-02-13 09:00:00
A00002437,101893L,FSS,2023,2023,SELF,0,1165.81,2023-03-15,2023-02-13 09:00:00
A00002438,101893L,FSS,2024,2024,SELF,0,1606.13,2024-06-15,2024-05-16 09:00:00
A00002439,101893L,FSS,2025,2025,SELF,0,4964.43,2025-12-15,2025-11-15 09:00:00
A00002440,101893L,SSC,2020,2020,SELF,0,1027.0,2020-12-15,2020-11-15 09:00:00
A00002441,101893L,SSC,2021,2021,SELF,0,524.71,2021-06-15,2021-05-16 09:00:00
A00002442,101893L,SSC,2022,2022,SELF,0,778.22,2022-03-15,2022-02-13 09:00:00
A00002443,101893L,SSC,2023,2023,SELF,0,2460.31,2023-03-15,2023-02-13 09:00:00
A00002444,101893L,SSC,2024,2024,AUTHORITY,0,2648.48,2024-09-15,2024-08-16 09:00:00
A00002445,101893L,SSC,2025,2025,SELF,0,122.3,2025-06-15,2025-05-16 09:00:00
A00002446,101893L,CIT,2020,2020,SELF,0,436.48,2020-06-30,2020-05-31 09:00:00
A00002447,101893L,CIT,2021,2021,DEFAULT,1,454.13,2021-06-30,2021-05-31 09:00:00
A00002448,101893L,CIT,2022,2022,AUTHORITY,0,1908.27,2022-06-30,2022-05-31 09:00:00
A00002449,101893L,CIT,2023,2023,SELF,0,462.74,2023-06-30,2023-05-31 09:00:00
A00002450,101893L,CIT,2024,2024,SELF,0,3701.29,2024-06-30,2024-05-31 09:00:00
